Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
BAC,25.71,Put,20.00,06/18/21,469,1.95,2.08,2.20,2.15,1120,237,4.73,45.00%,03/06/20
AAL,15.97,Call,18.00,04/17/20,42,1.60,1.64,1.67,1.57,3507,743,4.72,107.05%,03/06/20
NGL,6.22,Put,5.00,10/16/20,224,0.90,1.55,2.20,1.25,561,120,4.68,107.08%,03/06/20
ENZ,3.4,Call,5.00,04/17/20,42,0.85,0.95,1.05,1.00,888,191,4.65,313.11%,03/06/20
GOOGL,1295.74,Put,1250.00,03/13/20,7,20.00,22.15,24.30,20.10,652,141,4.62,55.28%,03/06/20
UBER,31.68,Call,30.00,03/13/20,7,2.20,2.41,2.61,2.45,1021,223,4.58,85.37%,03/06/20
CLF,5.18,Put,6.00,05/15/20,70,1.31,1.36,1.40,1.40,2132,469,4.55,97.58%,03/06/20
MRK,82.2,Call,82.50,03/13/20,7,0.88,1.81,2.74,1.35,652,144,4.53,32.67%,03/06/20
LLY,141.46,Call,142.00,03/13/20,7,1.26,3.23,5.20,2.09,500,111,4.5,29.82%,03/06/20
TSLA,703.48,Put,660.00,03/27/20,21,40.10,44.05,48.00,42.50,1045,232,4.5,95.33%,03/06/20
DIS,115.27,Call,115.00,03/13/20,7,3.15,3.53,3.90,3.40,1928,429,4.49,51.09%,03/06/20
BAC,25.71,Put,19.00,09/18/20,196,0.97,1.19,1.42,1.02,1338,304,4.4,52.91%,03/06/20
OPK,2.32,Call,3.00,03/27/20,21,0.50,0.53,0.55,0.55,1934,441,4.39,343.84%,03/06/20
BA,262.33,Call,260.00,03/20/20,14,14.65,16,17.35,16.95,644,147,4.38,76.99%,03/06/20
WLL,1.33,Put,1.00,04/17/20,42,0.14,0.22,0.30,0.25,603,139,4.34,259.75%,03/06/20
MU,51.47,Put,46.00,03/13/20,7,0.12,0.51,0.90,0.94,567,131,4.33,107.59%,03/06/20
MSFT,161.57,Put,140.00,03/13/20,7,1.02,1.43,1.84,1.10,3072,714,4.3,88.61%,03/06/20
ROKU,102.02,Put,70.00,07/17/20,133,4.65,4.83,5.00,4.85,923,215,4.29,79.64%,03/06/20
WFC,37.09,Put,30.00,06/19/20,105,1.08,1.32,1.55,1.60,3866,902,4.29,60.04%,03/06/20
AAPL,289.03,Call,282.50,03/13/20,7,11.90,12.85,13.80,12.80,1461,343,4.26,57.82%,03/06/20
AAPL,289.03,Call,287.50,03/13/20,7,8.25,8.9,9.55,8.80,4483,1052,4.26,50.09%,03/06/20
OKTA,125.97,Call,130.00,04/17/20,42,7.40,8.05,8.70,7.70,711,169,4.21,54.96%,03/06/20
SQ,73.09,Call,75.00,03/13/20,7,2.08,2.17,2.25,2.10,576,137,4.2,72.16%,03/06/20
BA,262.33,Call,265.00,03/13/20,7,8.00,8.8,9.60,10.00,731,174,4.2,77.31%,03/06/20
UNH,283.87,Put,200.00,04/17/20,42,1.91,2.11,2.31,2.15,721,173,4.17,73.79%,03/06/20
VZ,56.87,Put,54.00,03/20/20,14,0.05,0.69,1.32,1.01,812,195,4.16,49.81%,03/06/20
ROKU,102.02,Put,101.00,03/13/20,7,4.20,4.6,5.00,4.25,646,156,4.14,84.83%,03/06/20
ET,10.21,Put,10.50,03/20/20,14,0.59,0.73,0.86,0.78,1252,303,4.13,77.63%,03/06/20
DIS,115.27,Put,85.00,07/17/20,133,2.04,2.42,2.80,2.60,630,153,4.12,51.74%,03/06/20
BABA,204.64,Put,165.00,05/15/20,70,2.75,3.05,3.35,3.40,1265,307,4.12,50.14%,03/06/20
JD,42.16,Put,41.00,09/18/20,196,4.55,5.03,5.50,5.15,2045,497,4.11,48.45%,03/06/20
TSLA,703.48,Put,680.00,04/03/20,28,59.05,62.95,66.85,60.90,758,185,4.1,94.95%,03/06/20
AAL,15.97,Call,16.00,03/13/20,7,1.10,1.65,2.20,1.20,1179,289,4.08,137.58%,03/06/20
TSLA,703.48,Call,830.00,03/13/20,7,5.30,5.48,5.65,5.60,837,206,4.06,97.95%,03/06/20
SBUX,75.34,Put,72.00,03/13/20,7,1.23,1.44,1.65,1.60,543,134,4.05,73.34%,03/06/20
AAPL,289.03,Call,290.00,03/13/20,7,7.60,7.75,7.90,7.75,9456,2340,4.04,51.24%,03/06/20
IBM,127.73,Call,132.00,03/13/20,7,0.80,1.41,2.02,1.25,1193,296,4.03,40.26%,03/06/20
IBM,127.73,Call,138.00,03/13/20,7,0.01,0.5,0.99,0.25,526,131,4.02,39.10%,03/06/20
NFLX,368.97,Call,360.00,03/13/20,7,16.00,18,20.00,18.25,1069,266,4.02,65.74%,03/06/20
EURN,8.53,Put,7.50,03/20/20,14,0.05,0.33,0.60,0.15,712,178,4,81.35%,03/06/20
ROKU,102.02,Call,105.00,03/13/20,7,2.73,3.12,3.50,3.40,581,146,3.98,82.80%,03/06/20
PFE,35.02,Put,34.50,03/13/20,7,0.60,0.72,0.83,0.68,1003,252,3.98,47.93%,03/06/20
JPM,108.08,Put,88.00,03/13/20,7,0.54,0.72,0.90,0.77,584,147,3.97,117.22%,03/06/20
GILD,80.22,Call,79.00,03/20/20,14,3.75,4.18,4.60,4.60,2381,599,3.97,63.39%,03/06/20
ADBE,336.77,Call,380.00,03/13/20,7,0.39,0.77,1.15,1.00,673,170,3.96,60.38%,03/06/20
AAPL,289.03,Call,295.00,03/13/20,7,4.85,5.07,5.30,5.10,9024,2286,3.95,47.70%,03/06/20
SNAP,13,Call,13.00,03/13/20,7,0.58,0.6,0.61,0.61,1398,357,3.92,84.77%,03/06/20
XOM,47.69,Put,35.00,04/17/20,42,0.54,0.6,0.65,0.61,540,138,3.91,77.10%,03/06/20
UNH,283.87,Call,300.00,03/13/20,7,1.40,1.69,1.97,1.70,2198,562,3.91,43.29%,03/06/20
AAPL,289.03,Put,205.00,03/27/20,21,1.01,1.23,1.46,1.87,607,156,3.89,98.78%,03/06/20
DE,164.04,Call,190.00,06/19/20,105,3.20,3.88,4.55,3.80,1382,355,3.89,33.45%,03/06/20
AAPL,289.03,Call,285.00,03/13/20,7,10.60,10.95,11.30,11.00,4600,1204,3.82,55.51%,03/06/20
BBBY,9.79,Call,9.50,03/13/20,7,0.37,0.5,0.63,0.54,700,185,3.78,70.59%,03/06/20
JPM,108.08,Put,90.00,12/18/20,287,6.70,7.33,7.95,7.85,576,153,3.76,44.94%,03/06/20
MDT,99.06,Call,100.00,03/13/20,7,2.18,3.59,5.00,2.55,547,147,3.72,54.32%,03/06/20
CTL,11.97,Put,11.00,05/15/20,70,0.36,0.67,0.97,0.72,939,254,3.7,57.58%,03/06/20
YETI,26.85,Put,22.50,03/20/20,14,0.30,0.48,0.65,0.45,1788,484,3.69,97.81%,03/06/20
UPS,94,Put,65.00,06/19/20,105,1.55,1.67,1.79,1.84,720,198,3.64,63.62%,03/06/20
CCL,27.15,Call,29.00,03/13/20,7,0.65,0.78,0.90,0.70,605,167,3.62,92.78%,03/06/20
ROKU,102.02,Put,90.00,03/13/20,7,1.25,1.62,1.99,1.30,1867,516,3.62,99.61%,03/06/20
RCL,65.01,Call,75.00,04/17/20,42,4.00,4.38,4.75,4.20,696,193,3.61,87.22%,03/06/20
DIS,115.27,Call,114.00,03/13/20,7,3.90,4.1,4.30,3.90,1040,291,3.57,50.70%,03/06/20
BAC,25.71,Put,20.00,04/17/20,42,0.52,0.54,0.56,0.53,1060,299,3.55,77.42%,03/06/20
MRNA,29.61,Call,30.00,03/13/20,7,2.05,2.2,2.35,2.35,1752,493,3.55,154.37%,03/06/20
CY,16.37,Call,22.50,06/19/20,105,0.35,0.52,0.70,0.45,768,219,3.51,56.64%,03/06/20
LTHM,8.61,Call,12.50,12/18/20,287,1.00,1.13,1.25,0.95,507,145,3.5,65.54%,03/06/20
SCHW,34.13,Call,35.00,03/20/20,14,1.45,1.67,1.90,1.85,658,188,3.5,83.47%,03/06/20
ROKU,102.02,Call,105.00,03/20/20,14,5.15,5.33,5.50,5.30,1312,380,3.45,82.50%,03/06/20
CCL,27.15,Put,27.00,03/13/20,7,1.45,1.65,1.85,1.60,2469,717,3.44,112.24%,03/06/20
NVDA,266.04,Call,262.50,03/13/20,7,10.40,11.3,12.20,11.40,547,161,3.4,65.03%,03/06/20
INO,14.09,Call,13.00,03/20/20,14,3.80,3.85,3.90,3.80,4206,1238,3.4,309.38%,03/06/20
CRC,5.59,Call,5.00,03/20/20,14,1.00,1.08,1.15,1.05,1052,311,3.38,173.91%,03/06/20
SPCE,21.67,Put,10.00,05/15/20,70,0.45,0.48,0.50,0.50,1337,395,3.38,146.36%,03/06/20
F,6.49,Put,3.00,09/18/20,196,0.07,0.08,0.09,0.10,1425,421,3.38,78.53%,03/06/20
ROKU,102.02,Call,100.00,03/13/20,7,5.50,5.83,6.15,5.80,560,169,3.31,84.42%,03/06/20
WPM,30.52,Put,29.00,04/17/20,42,1.30,1.35,1.39,1.34,1010,307,3.29,50.41%,03/06/20
BAC,25.71,Put,18.00,09/18/20,196,0.86,0.88,0.89,0.88,2326,706,3.29,55.60%,03/06/20
BAC,25.71,Call,25.00,04/17/20,42,2.16,2.29,2.42,2.30,1379,421,3.28,55.61%,03/06/20
AAL,15.97,Put,13.00,03/13/20,7,0.40,0.43,0.45,0.41,1204,368,3.27,179.99%,03/06/20
GE,9.4,Put,7.50,03/20/20,14,0.10,0.12,0.13,0.11,1478,452,3.27,102.74%,03/06/20
BBBY,9.79,Call,11.00,04/17/20,42,0.65,0.7,0.75,0.65,2275,696,3.27,82.15%,03/06/20
MRNA,29.61,Call,29.50,03/13/20,7,2.35,2.5,2.65,2.50,621,191,3.25,149.78%,03/06/20
TSLA,703.48,Call,700.00,03/13/20,7,37.50,38.25,39.00,38.55,1608,495,3.25,94.73%,03/06/20
BA,262.33,Call,285.00,03/13/20,7,2.41,2.68,2.95,2.55,553,171,3.23,66.61%,03/06/20
CCL,27.15,Put,26.00,03/13/20,7,1.10,1.38,1.65,1.60,2538,787,3.22,145.25%,03/06/20
LOGI,39.79,Put,38.00,04/17/20,42,0.85,1.33,1.80,1.60,520,162,3.21,45.89%,03/06/20
GILD,80.22,Call,77.50,03/13/20,7,3.30,4.4,5.50,4.25,633,199,3.18,61.07%,03/06/20
INO,14.09,Call,18.00,03/20/20,14,2.50,2.6,2.70,2.55,2264,716,3.16,344.54%,03/06/20
AAL,15.97,Call,16.50,03/13/20,7,0.89,1,1.11,0.94,1077,342,3.15,132.27%,03/06/20
NVDA,266.04,Call,250.00,03/13/20,7,20.25,21.08,21.90,19.40,545,175,3.11,64.54%,03/06/20
NBL,13.32,Call,25.00,05/15/20,70,0.00,0.08,0.15,0.10,4608,1487,3.1,81.19%,03/06/20
AAPL,289.03,Put,210.00,03/27/20,21,1.17,1.28,1.39,1.80,817,265,3.08,92.33%,03/06/20
XOM,47.69,Call,50.00,03/13/20,7,0.70,0.75,0.80,0.77,2042,666,3.07,62.07%,03/06/20
CZR,11.09,Put,10.50,03/13/20,7,0.30,0.33,0.36,0.33,702,232,3.03,97.13%,03/06/20
PLUG,4.33,Call,4.50,09/18/20,196,1.20,1.27,1.34,1.34,2652,876,3.03,112.66%,03/06/20
GOLD,21.23,Put,20.50,03/13/20,7,0.48,0.65,0.81,0.60,745,247,3.02,79.97%,03/06/20
CVM,13.75,Put,10.00,01/15/21,315,4.70,5.3,5.90,4.90,1200,397,3.02,169.05%,03/06/20
M,11.49,Put,14.00,03/27/20,21,2.75,3.23,3.70,2.60,1000,332,3.01,65.53%,03/06/20
AAPL,289.03,Call,295.00,03/27/20,21,9.65,10.6,11.55,11.00,1369,455,3.01,49.03%,03/06/20
SAFM,130.09,Put,120.00,04/17/20,42,3.40,4.7,6.00,6.00,640,213,3,61.23%,03/06/20
GE,9.4,Put,9.00,03/13/20,7,0.31,0.32,0.32,0.31,2890,974,2.97,95.47%,03/06/20
SNAP,13,Put,12.50,03/13/20,7,0.38,0.4,0.42,0.40,660,224,2.95,87.99%,03/06/20
SIRI,6.44,Call,7.00,09/18/20,196,0.24,0.29,0.33,0.24,1077,366,2.94,23.07%,03/06/20
AAL,15.97,Put,14.00,03/13/20,7,0.57,0.59,0.61,0.59,2203,750,2.94,164.16%,03/06/20
MSFT,161.57,Call,165.00,03/13/20,7,2.80,3.4,4.00,3.75,4384,1491,2.94,58.47%,03/06/20
M,11.49,Call,11.50,03/13/20,7,0.35,0.49,0.63,0.39,581,199,2.92,62.01%,03/06/20
TSN,64.65,Put,62.50,04/17/20,42,3.30,3.7,4.10,3.90,648,222,2.92,57.55%,03/06/20
MSFT,161.57,Put,123.00,03/20/20,14,0.25,0.71,1.17,0.72,1001,345,2.9,92.15%,03/06/20
CMCSA,40.37,Put,40.00,03/13/20,7,0.92,1.12,1.32,1.31,777,269,2.89,67.24%,03/06/20
AAL,15.97,Put,10.00,03/20/20,14,0.28,0.29,0.30,0.29,3737,1299,2.88,202.90%,03/06/20
PYPL,110.89,Call,110.00,03/13/20,7,3.55,3.88,4.20,3.30,1013,354,2.86,46.20%,03/06/20
NVDA,266.04,Call,285.00,03/13/20,7,2.24,2.39,2.53,2.40,1753,612,2.86,57.88%,03/06/20
MPC,39.15,Put,37.50,04/17/20,42,2.64,2.92,3.20,2.66,905,317,2.85,66.62%,03/06/20
AMD,48.59,Call,49.50,03/13/20,7,1.48,1.56,1.63,1.65,5398,1897,2.85,76.37%,03/06/20
AAPL,289.03,Call,292.50,03/13/20,7,5.95,6.28,6.60,6.10,4344,1533,2.83,47.83%,03/06/20
OPK,2.32,Call,3.00,03/20/20,14,0.35,0.43,0.50,0.45,7917,2798,2.83,365.95%,03/06/20
MSFT,161.57,Call,160.00,03/13/20,7,6.00,6.6,7.20,6.35,3490,1239,2.82,62.04%,03/06/20
CWH,10.13,Call,11.00,03/20/20,14,0.35,0.45,0.55,0.50,858,305,2.81,104.99%,03/06/20
VZ,56.87,Call,57.50,03/13/20,7,0.72,0.87,1.02,0.95,987,351,2.81,39.06%,03/06/20
AAPL,289.03,Call,317.50,03/20/20,14,1.02,1.14,1.26,1.18,5016,1787,2.81,38.50%,03/06/20
HBAN,11.12,Put,11.00,04/17/20,42,0.81,0.9,0.98,1.04,920,329,2.8,74.18%,03/06/20
PBYI,10.47,Call,13.00,03/20/20,14,0.05,0.5,0.95,0.45,500,179,2.79,148.80%,03/06/20
CSCO,39.68,Call,45.00,04/03/20,28,0.15,0.24,0.32,0.20,574,206,2.79,35.43%,03/06/20
BAC,25.71,Call,27.50,03/13/20,7,0.20,0.23,0.25,0.23,3310,1186,2.79,56.92%,03/06/20
CMCSA,40.37,Put,30.00,04/17/20,42,0.48,0.52,0.55,0.65,1116,402,2.78,80.21%,03/06/20
ROKU,102.02,Put,98.00,03/13/20,7,3.15,3.3,3.45,3.35,1205,440,2.74,92.75%,03/06/20
MU,51.47,Put,35.00,10/16/20,224,2.01,2.14,2.27,2.34,520,191,2.72,61.52%,03/06/20
LYV,53,Put,45.00,03/20/20,14,2.00,2.08,2.15,2.05,975,361,2.7,133.55%,03/06/20
AMZN,1901.09,Call,1900.00,03/13/20,7,45.45,46.9,48.35,46.50,846,314,2.69,43.56%,03/06/20
MSFT,161.57,Call,150.00,03/13/20,7,12.40,14.3,16.20,14.60,729,272,2.68,85.99%,03/06/20
TSLA,703.48,Call,780.00,03/13/20,7,11.00,11.25,11.50,11.20,1097,414,2.65,92.14%,03/06/20
OKE,61.21,Put,62.50,04/17/20,42,4.90,5.25,5.60,5.50,3790,1452,2.61,58.40%,03/06/20
C,61.28,Put,50.00,04/17/20,42,1.55,1.76,1.97,1.81,5467,2104,2.6,77.62%,03/06/20
