Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
IRBT,52.14,Put,40.00,09/18/20,210,3.20,3.4,3.60,3.40,3153,292,10.8,59.98%,02/21/20
C,76.44,Call,81.00,03/13/20,21,0.26,0.27,0.28,0.28,5258,495,10.62,21.57%,02/21/20
EBAY,38.2,Call,37.00,02/28/20,7,1.26,1.37,1.47,1.25,2530,244,10.37,17.24%,02/21/20
DIS,138.97,Call,141.00,03/13/20,21,1.73,1.75,1.77,1.82,4003,391,10.24,19.82%,02/21/20
GILD,69.7,Call,69.00,02/28/20,7,1.55,1.67,1.79,1.74,12988,1321,9.83,35.15%,02/21/20
YEXT,16.45,Call,20.00,03/20/20,28,0.25,0.3,0.35,0.30,1621,170,9.54,70.68%,02/21/20
AAPL,313.05,Put,295.00,05/15/20,84,9.25,9.33,9.40,9.20,1709,184,9.29,29.60%,02/21/20
MS,52.42,Call,53.00,02/28/20,7,0.45,0.47,0.49,0.46,1735,187,9.28,24.22%,02/21/20
WFC,47.7,Put,46.50,03/13/20,21,0.49,0.51,0.53,0.60,1030,112,9.2,24.77%,02/21/20
ZS,54.51,Call,56.00,02/28/20,7,0.95,1,1.05,1.00,972,107,9.08,53.44%,02/21/20
T,38.55,Call,36.50,02/28/20,7,2.05,2.08,2.10,2.04,984,109,9.03,0.00%,02/21/20
PEAK,37.15,Put,35.00,03/20/20,28,0.15,0.2,0.25,0.20,1003,112,8.96,22.73%,02/21/20
ZS,54.51,Call,60.00,08/21/20,182,5.20,5.4,5.60,4.80,933,108,8.64,43.74%,02/21/20
TSLA,901,Call,895.00,02/21/20,0,6.00,7.15,8.30,6.30,12389,1451,8.54,0.00%,02/21/20
TSLA,901,Call,895.00,02/28/20,7,39.25,40.13,41.00,39.40,1743,209,8.34,72.91%,02/21/20
AAPL,313.05,Call,312.50,02/21/20,0,0.40,0.53,0.66,0.66,25882,3360,7.7,0.00%,02/21/20
ET,12.14,Put,12.50,03/13/20,21,0.54,0.55,0.57,0.56,780,102,7.65,30.62%,02/21/20
SKX,36.9,Call,44.00,04/17/20,56,0.25,0.38,0.50,0.35,1316,174,7.56,37.63%,02/21/20
DE,177.43,Put,180.00,02/21/20,0,2.48,2.7,2.92,2.43,871,117,7.44,0.00%,02/21/20
ROKU,119.38,Call,119.00,02/21/20,0,0.05,0.67,1.28,0.52,974,135,7.21,0.00%,02/21/20
ALLY,28.47,Call,40.00,06/19/20,119,0.10,0.13,0.15,0.15,2276,329,6.92,35.94%,02/21/20
LNG,53.69,Call,55.00,02/28/20,7,0.58,0.61,0.63,0.61,712,103,6.91,38.01%,02/21/20
PLUG,5.57,Put,4.00,09/18/20,210,0.62,0.76,0.90,0.65,1085,157,6.91,93.00%,02/21/20
GOLD,21.44,Put,21.50,02/28/20,7,0.44,0.45,0.46,0.46,871,129,6.75,36.55%,02/21/20
FGEN,45.48,Call,60.00,03/20/20,28,0.00,0.2,0.40,0.40,1001,150,6.67,72.20%,02/21/20
LRCX,316.8,Call,317.50,02/21/20,0,0.02,0.08,0.13,0.12,1003,153,6.56,0.00%,02/21/20
GLUU,7.85,Call,10.00,03/20/20,28,0.20,0.23,0.25,0.25,5187,810,6.4,98.61%,02/21/20
DK,28.27,Put,27.50,03/20/20,28,1.00,1.2,1.40,1.35,822,129,6.37,56.08%,02/21/20
TSM,55.59,Put,56.00,02/28/20,7,1.05,1.15,1.25,1.10,1083,171,6.33,28.93%,02/21/20
FEYE,15.49,Call,15.50,02/28/20,7,0.48,0.5,0.51,0.50,1102,175,6.3,58.69%,02/21/20
EBAY,38.2,Call,41.00,03/20/20,28,0.22,0.26,0.29,0.24,2903,463,6.27,25.46%,02/21/20
OXY,42.12,Call,47.50,09/18/20,210,1.55,1.61,1.66,1.62,4605,734,6.27,26.27%,02/21/20
INTC,64.34,Call,64.50,03/06/20,14,1.30,1.33,1.36,1.36,1314,210,6.26,28.14%,02/21/20
WEN,23.94,Call,26.00,05/15/20,84,0.65,0.68,0.70,0.70,1480,237,6.24,30.94%,02/21/20
LL,10.45,Put,6.00,03/20/20,28,0.10,0.15,0.20,0.15,1305,210,6.21,154.03%,02/21/20
ANF,16.4,Call,16.00,02/21/20,0,0.38,0.42,0.46,0.41,1550,254,6.1,0.00%,02/21/20
GILD,69.7,Call,70.00,03/06/20,14,1.85,1.89,1.93,1.85,7147,1174,6.09,36.15%,02/21/20
BABA,212.59,Put,220.00,03/06/20,14,9.55,9.63,9.70,10.25,3054,509,6,35.14%,02/21/20
TSLA,901,Call,1010.00,02/28/20,7,9.80,10.05,10.30,10.20,3865,645,5.99,85.77%,02/21/20
AMAT,64.27,Call,68.50,02/28/20,7,0.15,0.16,0.18,0.18,1234,211,5.85,37.19%,02/21/20
UPS,102.94,Call,110.00,02/28/20,7,0.09,0.16,0.23,0.19,1811,314,5.77,34.31%,02/21/20
GILD,69.7,Call,70.00,03/13/20,21,2.05,2.16,2.27,2.15,5409,955,5.66,33.84%,02/21/20
STX,54.04,Call,55.50,02/28/20,7,0.34,0.36,0.38,0.31,623,111,5.61,27.80%,02/21/20
DBX,22.45,Call,22.00,03/20/20,28,1.35,1.43,1.50,1.45,2226,400,5.57,48.67%,02/21/20
ORCL,54.68,Put,37.50,03/19/21,392,0.78,0.81,0.84,0.80,569,103,5.52,31.68%,02/21/20
NEM,49.44,Call,49.50,02/28/20,7,0.64,0.66,0.67,0.67,635,116,5.47,25.28%,02/21/20
AMZN,2095.97,Put,2095.00,02/21/20,0,0.56,1.72,2.87,2.00,3101,568,5.46,0.00%,02/21/20
AMZN,2095.97,Call,2125.00,02/28/20,7,15.40,17.08,18.75,17.15,935,172,5.44,24.98%,02/21/20
BABA,212.59,Call,230.00,05/15/20,84,5.75,5.95,6.15,6.00,574,106,5.42,29.70%,02/21/20
PLT,14.68,Call,20.00,10/16/20,238,1.35,1.5,1.65,1.40,1000,185,5.41,61.32%,02/21/20
AMD,53.28,Put,52.50,02/28/20,7,1.17,1.18,1.19,1.19,3431,634,5.41,53.31%,02/21/20
CRC,7.59,Call,18.00,08/21/20,182,0.35,0.45,0.55,0.30,2531,472,5.36,90.33%,02/21/20
AMZN,2095.97,Call,2130.00,02/28/20,7,13.90,14.68,15.45,14.80,1662,313,5.31,24.32%,02/21/20
AMZN,2095.97,Put,2090.00,02/21/20,0,0.10,0.25,0.40,0.30,4094,797,5.14,0.00%,02/21/20
NVDA,294.07,Put,295.00,02/21/20,0,0.81,1.22,1.62,1.25,9364,1843,5.08,0.00%,02/21/20
MSFT,178.59,Call,180.00,02/28/20,7,2.38,2.44,2.50,2.44,18574,3671,5.06,30.95%,02/21/20
TSLA,901,Call,1200.00,03/27/20,35,20.00,21.5,23.00,22.40,525,104,5.05,89.20%,02/21/20
AMD,53.28,Call,56.00,02/28/20,7,0.53,0.54,0.55,0.54,6025,1198,5.03,50.53%,02/21/20
UPS,102.94,Call,106.00,02/28/20,7,0.40,0.43,0.46,0.48,2189,439,4.99,26.73%,02/21/20
CRI,110.73,Put,100.00,03/20/20,28,1.45,1.53,1.60,1.50,550,111,4.95,45.08%,02/21/20
WORK,28.44,Put,28.50,02/21/20,0,0.05,0.1,0.15,0.30,1592,323,4.93,0.00%,02/21/20
GILD,69.7,Call,69.50,02/28/20,7,1.34,1.45,1.55,1.44,3312,676,4.9,34.45%,02/21/20
F,7.89,Call,7.50,02/28/20,7,0.42,0.43,0.43,0.43,2430,497,4.89,38.60%,02/21/20
KO,60.13,Call,75.00,01/21/22,700,0.64,0.77,0.89,0.84,510,105,4.86,12.52%,02/21/20
LYV,74.19,Call,82.50,04/17/20,56,0.95,1.05,1.15,1.15,648,134,4.84,32.26%,02/21/20
CENX,6.39,Call,7.00,03/20/20,28,0.21,0.24,0.26,0.21,1833,379,4.84,60.64%,02/21/20
GOLD,21.44,Put,21.00,09/18/20,210,1.73,1.77,1.81,1.72,501,104,4.82,31.97%,02/21/20
HAS,89.97,Put,85.00,03/20/20,28,1.05,1.23,1.40,1.20,516,107,4.82,32.16%,02/21/20
TWLO,123.27,Call,129.00,02/28/20,7,0.92,0.94,0.96,0.87,1090,226,4.82,41.00%,02/21/20
ROKU,119.38,Call,116.00,02/21/20,0,3.15,3.38,3.60,3.44,567,118,4.81,0.00%,02/21/20
UBER,40.72,Put,39.50,03/13/20,21,0.97,0.99,1.00,0.98,518,108,4.8,39.88%,02/21/20
CCL,41.69,Put,42.00,02/28/20,7,0.85,0.9,0.95,0.90,2467,514,4.8,32.16%,02/21/20
BABA,212.59,Put,205.00,05/15/20,84,8.40,8.6,8.80,8.80,773,162,4.77,31.61%,02/21/20
XOM,59.13,Call,59.00,02/21/20,0,0.11,0.14,0.17,0.15,3254,688,4.73,0.00%,02/21/20
VALE,11.42,Call,12.50,03/13/20,21,0.09,0.11,0.12,0.10,1816,385,4.72,38.81%,02/21/20
ZS,54.51,Call,60.00,02/28/20,7,0.15,0.18,0.20,0.20,507,108,4.69,53.73%,02/21/20
NOW,344.48,Call,400.00,05/15/20,84,5.40,5.6,5.80,4.80,501,107,4.68,31.00%,02/21/20
ZM,101.76,Put,102.00,02/21/20,0,0.05,0.2,0.35,0.20,663,144,4.6,0.00%,02/21/20
TSLA,901,Call,905.00,02/28/20,7,33.35,34.43,35.50,35.25,871,191,4.56,74.32%,02/21/20
LTHM,10.06,Put,10.00,03/20/20,28,0.60,0.68,0.75,0.70,1580,350,4.51,66.61%,02/21/20
BSX,42.62,Put,41.00,08/21/20,182,2.04,2.06,2.08,2.04,1091,243,4.49,25.07%,02/21/20
AMZN,2095.97,Put,2100.00,02/21/20,0,3.65,5.33,7.00,6.50,8400,1869,4.49,0.00%,02/21/20
DBX,22.45,Call,24.00,02/28/20,7,0.25,0.3,0.35,0.50,828,185,4.48,86.11%,02/21/20
DBX,22.45,Call,23.00,03/20/20,28,0.90,0.93,0.95,0.95,766,172,4.45,47.48%,02/21/20
AFL,51.53,Put,51.50,02/28/20,7,0.42,0.44,0.45,0.45,507,115,4.41,16.66%,02/21/20
TSLA,901,Call,1420.00,02/28/20,7,1.00,1.18,1.35,1.10,511,116,4.41,148.52%,02/21/20
TSLA,901,Call,890.00,02/28/20,7,41.95,42.23,42.50,42.20,1696,385,4.41,73.33%,02/21/20
MRK,82.34,Call,86.00,03/13/20,21,0.25,0.28,0.30,0.25,1115,254,4.39,16.68%,02/21/20
TWTR,38.31,Put,36.50,03/06/20,14,0.38,0.39,0.40,0.40,688,157,4.38,36.93%,02/21/20
C,76.44,Put,76.00,02/28/20,7,0.82,0.84,0.85,0.87,1864,426,4.38,25.84%,02/21/20
VTR,62.99,Call,67.50,05/15/20,84,0.50,0.53,0.55,0.50,733,169,4.34,15.36%,02/21/20
PLAN,59.87,Put,50.00,01/15/21,329,5.50,5.65,5.80,5.50,847,195,4.34,48.81%,02/21/20
AMZN,2095.97,Put,2075.00,02/28/20,7,20.10,21.35,22.60,20.00,1135,262,4.33,25.70%,02/21/20
VALE,11.42,Call,11.00,03/20/20,28,0.73,0.74,0.75,0.71,854,199,4.29,37.14%,02/21/20
EBAY,38.2,Call,42.00,03/20/20,28,0.12,0.14,0.16,0.16,815,192,4.24,27.40%,02/21/20
GOOGL,1483.46,Call,1520.00,02/28/20,7,4.40,4.7,5.00,4.50,979,234,4.18,20.09%,02/21/20
AMZN,2095.97,Call,2120.00,02/28/20,7,18.00,18.5,19.00,18.30,1560,375,4.16,24.42%,02/21/20
WORK,28.44,Call,29.50,03/13/20,21,1.80,1.88,1.95,1.85,896,216,4.15,84.17%,02/21/20
AMZN,2095.97,Put,2090.00,02/28/20,7,26.20,27.15,28.10,27.50,1030,249,4.14,26.60%,02/21/20
INTC,64.34,Call,64.50,02/28/20,7,0.89,0.9,0.91,0.90,544,132,4.12,27.17%,02/21/20
CAT,137.21,Call,136.00,02/28/20,7,2.66,2.71,2.75,2.77,843,205,4.11,27.56%,02/21/20
AMZN,2095.97,Call,2110.00,02/28/20,7,22.05,22.53,23.00,22.30,576,142,4.06,24.48%,02/21/20
MU,56.99,Call,58.50,02/28/20,7,0.74,0.75,0.75,0.75,4137,1026,4.03,42.88%,02/21/20
AMD,53.28,Put,53.00,02/28/20,7,1.38,1.39,1.40,1.40,4410,1096,4.02,52.65%,02/21/20
GILD,69.7,Call,70.50,02/28/20,7,1.01,1.08,1.14,1.11,1063,265,4.01,37.83%,02/21/20
GOOGL,1483.46,Call,1485.00,02/21/20,0,0.10,0.6,1.10,0.20,753,191,3.94,0.00%,02/21/20
TVTY,12,Call,17.50,03/20/20,28,0.10,0.13,0.15,0.15,1421,368,3.86,98.31%,02/21/20
T,38.55,Put,40.50,02/28/20,7,1.94,1.97,2.00,2.04,587,153,3.84,30.78%,02/21/20
MSFT,178.59,Call,180.00,04/03/20,42,6.05,6.23,6.40,6.20,606,158,3.84,27.64%,02/21/20
SQ,83.49,Put,83.00,02/28/20,7,3.40,3.47,3.55,3.75,517,135,3.83,87.15%,02/21/20
PANW,243,Call,250.00,02/28/20,7,5.90,6.03,6.15,5.85,1766,462,3.82,65.24%,02/21/20
HI,27.94,Call,30.00,04/17/20,56,0.60,0.68,0.75,0.65,560,147,3.81,31.54%,02/21/20
ZG,65.59,Put,60.00,03/20/20,28,1.10,1.15,1.20,1.10,934,245,3.81,45.64%,02/21/20
JD,40.42,Put,38.50,02/28/20,7,0.27,0.28,0.29,0.30,931,246,3.78,44.85%,02/21/20
RAD,16.04,Call,17.50,02/28/20,7,0.30,0.35,0.39,0.31,1172,311,3.77,91.38%,02/21/20
MOS,19.19,Call,19.50,02/28/20,7,0.33,0.35,0.36,0.35,570,152,3.75,45.54%,02/21/20
GOOG,1485.11,Call,1530.00,02/28/20,7,3.00,3.1,3.20,3.80,1042,278,3.75,21.45%,02/21/20
TSLA,901,Call,905.00,02/21/20,0,0.10,0.13,0.15,0.11,11935,3180,3.75,0.00%,02/21/20
SPCE,33.87,Put,34.00,02/28/20,7,4.10,4.7,5.30,4.70,3513,939,3.74,248.81%,02/21/20
DIS,138.97,Call,141.00,03/27/20,35,2.53,2.57,2.60,2.60,1014,273,3.71,19.76%,02/21/20
BABA,212.59,Call,227.50,03/13/20,21,1.44,1.48,1.51,1.46,668,181,3.69,29.62%,02/21/20
BABA,212.59,Put,212.50,03/13/20,21,6.15,6.23,6.30,6.60,1156,315,3.67,33.26%,02/21/20
WORK,28.44,Call,29.00,02/28/20,7,0.80,0.85,0.90,0.75,1601,437,3.66,63.11%,02/21/20
CMA,62.48,Call,62.50,03/20/20,28,1.62,1.65,1.68,1.65,629,173,3.64,23.40%,02/21/20
NVDA,294.07,Call,297.50,02/28/20,7,6.15,6.25,6.35,6.20,1421,390,3.64,47.43%,02/21/20
BKD,7.99,Put,8.00,03/20/20,28,0.30,0.32,0.35,0.30,687,189,3.63,34.09%,02/21/20
HRC,106.26,Call,115.00,03/20/20,28,0.25,0.73,1.20,0.60,500,138,3.62,26.43%,02/21/20
SDC,12.02,Put,11.00,02/28/20,7,0.80,0.85,0.90,0.85,2937,815,3.6,205.02%,02/21/20
DIS,138.97,Call,138.00,03/06/20,14,2.72,2.76,2.80,2.80,529,149,3.55,20.56%,02/21/20
EGO,9.93,Call,9.00,03/20/20,28,1.10,1.15,1.20,1.05,718,203,3.54,40.29%,02/21/20
BP,35.36,Call,36.00,02/28/20,7,0.13,0.14,0.15,0.13,2028,573,3.54,18.26%,02/21/20
JCI,42.45,Call,44.00,03/20/20,28,0.27,0.32,0.37,0.28,763,216,3.53,17.12%,02/21/20
AAPL,313.05,Call,312.50,03/06/20,14,7.20,7.28,7.35,7.30,766,217,3.53,28.27%,02/21/20
MSFT,178.59,Put,180.00,03/06/20,14,4.85,5.18,5.50,4.95,4259,1208,3.53,30.57%,02/21/20
OLED,174.37,Call,170.00,02/21/20,0,4.30,4.75,5.20,5.00,514,146,3.52,0.00%,02/21/20
TSLA,901,Put,880.00,02/28/20,7,26.25,26.73,27.20,26.80,1929,548,3.52,74.18%,02/21/20
FLT,308.92,Call,310.00,02/21/20,0,0.00,0.05,0.10,0.10,821,234,3.51,0.00%,02/21/20
KO,60.13,Call,60.00,03/13/20,21,0.83,0.86,0.88,0.84,682,195,3.5,12.85%,02/21/20
AMD,53.28,Call,54.50,02/28/20,7,0.98,0.99,1.00,0.99,4794,1383,3.47,50.91%,02/21/20
AMD,53.28,Call,54.00,02/28/20,7,1.19,1.2,1.21,1.20,5318,1539,3.46,51.47%,02/21/20
NFLX,380.07,Put,382.50,02/21/20,0,2.09,2.7,3.30,2.75,2967,859,3.45,0.00%,02/21/20
HTZ,20.25,Call,19.00,03/20/20,28,2.00,2.05,2.10,1.95,2573,750,3.43,55.68%,02/21/20
UBER,40.72,Put,40.50,02/28/20,7,0.73,0.74,0.75,0.76,1375,402,3.42,38.89%,02/21/20
GRPN,1.65,Call,1.50,03/27/20,35,0.29,0.3,0.30,0.30,695,206,3.37,111.26%,02/21/20
RUN,21.95,Call,24.00,03/20/20,28,1.15,1.23,1.30,1.15,1179,352,3.35,78.97%,02/21/20
FISV,119.49,Call,120.00,02/21/20,0,0.00,0.03,0.05,0.10,1460,436,3.35,0.00%,02/21/20
VIAC,28.26,Call,20.00,01/21/22,700,9.60,9.75,9.90,9.75,2085,623,3.35,28.11%,02/21/20
GILD,69.7,Call,90.00,03/13/20,21,0.11,0.24,0.37,0.27,762,228,3.34,65.25%,02/21/20
VALE,11.42,Call,11.50,03/27/20,35,0.47,0.49,0.51,0.42,1000,300,3.33,31.75%,02/21/20
C,76.44,Put,74.00,02/28/20,7,0.34,0.35,0.35,0.35,629,190,3.31,28.92%,02/21/20
QCOM,87.03,Call,87.00,02/21/20,0,0.08,0.13,0.18,0.14,1009,305,3.31,0.00%,02/21/20
AAL,27.82,Call,28.50,03/06/20,14,0.55,0.57,0.58,0.53,613,186,3.3,37.19%,02/21/20
ETN,104.93,Call,110.00,03/27/20,35,0.50,0.6,0.70,0.45,522,159,3.28,15.19%,02/21/20
WWE,50.23,Call,55.00,07/17/20,147,4.00,4.35,4.70,4.70,642,197,3.26,50.36%,02/21/20
NIO,4.08,Call,2.00,03/20/20,28,2.01,2.06,2.11,2.07,1400,430,3.26,71.79%,02/21/20
S,10.05,Put,9.00,05/15/20,84,0.27,0.31,0.34,0.28,1371,423,3.24,38.17%,02/21/20
VIAC,28.26,Put,25.00,01/15/21,329,2.24,2.31,2.38,2.29,1563,482,3.24,38.81%,02/21/20
MSFT,178.59,Put,180.00,02/28/20,7,3.75,3.83,3.90,3.85,26086,8088,3.23,31.63%,02/21/20
GOLD,21.44,Call,22.50,02/28/20,7,0.08,0.09,0.10,0.10,631,196,3.22,36.23%,02/21/20
IGT,14.12,Put,13.00,04/17/20,56,0.50,0.55,0.60,0.55,683,212,3.22,48.63%,02/21/20
TSLA,901,Call,900.00,02/21/20,0,0.10,0.45,0.80,1.00,41525,12945,3.21,250.00%,02/21/20
ROKU,119.38,Call,121.00,02/28/20,7,3.35,3.43,3.50,3.45,688,215,3.2,63.15%,02/21/20
AMD,53.28,Put,55.00,02/28/20,7,2.49,2.51,2.52,2.54,6196,1936,3.2,51.62%,02/21/20
EPZM,24.88,Call,35.00,03/20/20,28,0.35,0.43,0.50,0.35,1077,339,3.18,94.46%,02/21/20
FDX,163.25,Put,160.00,02/28/20,7,1.33,1.36,1.39,1.30,1131,356,3.18,29.46%,02/21/20
ALLY,28.47,Call,36.00,06/19/20,119,0.30,0.4,0.50,0.40,1666,524,3.18,34.99%,02/21/20
GE,12.25,Put,9.00,09/18/20,210,0.19,0.2,0.21,0.20,2157,679,3.18,37.88%,02/21/20
AMD,53.28,Call,53.50,02/28/20,7,1.42,1.44,1.45,1.43,2980,941,3.17,51.83%,02/21/20
BMY,65.63,Call,65.50,02/28/20,7,0.81,0.83,0.84,0.72,606,193,3.14,17.68%,02/21/20
C,76.44,Call,76.00,02/28/20,7,1.30,1.32,1.33,1.22,721,231,3.12,23.00%,02/21/20
AMZN,2095.97,Put,2110.00,02/21/20,0,13.45,15.7,17.95,15.85,3748,1202,3.12,0.00%,02/21/20
SHOP,520.66,Call,520.00,02/21/20,0,1.00,1.73,2.45,1.00,598,192,3.11,0.00%,02/21/20
INTC,64.34,Call,65.00,02/28/20,7,0.65,0.66,0.67,0.66,3987,1280,3.11,26.43%,02/21/20
ROKU,119.38,Put,110.00,02/28/20,7,1.12,1.14,1.16,1.13,4109,1329,3.09,67.82%,02/21/20
AAPL,313.05,Call,320.00,02/28/20,7,1.84,1.87,1.89,1.88,19168,6214,3.08,25.71%,02/21/20
TSLA,901,Put,790.00,02/28/20,7,4.35,4.73,5.10,5.00,1456,474,3.07,78.47%,02/21/20
SHOP,520.66,Call,525.00,02/21/20,0,0.00,0.1,0.20,0.20,582,190,3.06,0.00%,02/21/20
DE,177.43,Call,180.00,02/28/20,7,1.44,1.49,1.54,1.40,839,276,3.04,24.83%,02/21/20
AMD,53.28,Call,55.00,02/28/20,7,0.81,0.82,0.82,0.81,8842,2909,3.04,50.51%,02/21/20
WFC,47.7,Put,45.50,03/27/20,35,0.47,0.5,0.53,0.57,692,229,3.02,24.89%,02/21/20
SQ,83.49,Call,84.00,02/28/20,7,3.50,3.58,3.65,3.60,2177,720,3.02,82.95%,02/21/20
AAPL,313.05,Call,312.50,02/28/20,7,4.85,5.05,5.25,5.20,3733,1238,3.02,28.14%,02/21/20
DBX,22.45,Call,25.00,03/20/20,28,0.30,0.35,0.40,0.35,720,239,3.01,46.46%,02/21/20
SQ,83.49,Call,83.50,02/28/20,7,3.70,3.78,3.85,3.80,783,261,3,82.22%,02/21/20
AMAT,64.27,Call,64.50,02/28/20,7,1.20,1.21,1.23,1.25,879,293,3,37.98%,02/21/20
TEVA,13.19,Call,15.50,03/27/20,35,0.13,0.28,0.42,0.21,806,270,2.99,53.41%,02/21/20
AMD,53.28,Put,53.50,02/28/20,7,1.61,1.63,1.64,1.64,2751,920,2.99,52.15%,02/21/20
EBAY,38.2,Call,39.00,02/28/20,7,0.20,0.26,0.32,0.26,593,199,2.98,26.67%,02/21/20
MMM,156.93,Call,170.00,03/13/20,21,0.26,0.29,0.31,0.23,1298,437,2.97,21.49%,02/21/20
AMZN,2095.97,Call,2115.00,02/28/20,7,19.15,20.85,22.55,20.00,606,205,2.96,24.24%,02/21/20
WORK,28.44,Put,26.00,02/28/20,7,0.20,0.25,0.30,0.35,1264,427,2.96,79.67%,02/21/20
NVDA,294.07,Put,275.00,03/06/20,14,4.05,4.2,4.35,4.80,874,296,2.95,54.34%,02/21/20
JPM,135.81,Call,137.00,02/28/20,7,1.04,1.06,1.08,1.03,2445,828,2.95,20.35%,02/21/20
AMZN,2095.97,Call,2700.00,02/28/20,7,0.05,0.1,0.14,0.10,621,211,2.94,62.31%,02/21/20
BABA,212.59,Call,235.00,05/15/20,84,4.45,4.65,4.85,4.65,592,202,2.93,29.41%,02/21/20
LL,10.45,Call,11.50,02/28/20,7,0.70,0.9,1.10,1.00,749,256,2.93,242.79%,02/21/20
SNAP,16.7,Put,17.50,03/13/20,21,1.16,1.18,1.20,1.25,501,172,2.91,48.93%,02/21/20
AKAM,100.52,Put,92.50,03/20/20,28,0.50,0.53,0.55,0.51,719,247,2.91,27.80%,02/21/20
C,76.44,Call,74.00,02/21/20,0,2.42,2.45,2.47,2.41,600,207,2.9,0.00%,02/21/20
MU,56.99,Call,57.50,02/28/20,7,1.13,1.15,1.16,1.15,1255,433,2.9,43.67%,02/21/20
PFE,35.72,Call,36.00,02/28/20,7,0.23,0.24,0.24,0.24,1816,626,2.9,18.06%,02/21/20
NVDA,294.07,Call,322.50,02/28/20,7,0.73,0.77,0.80,0.74,893,310,2.88,47.40%,02/21/20
MSFT,178.59,Call,172.50,02/28/20,7,7.45,7.53,7.60,7.85,878,306,2.87,41.80%,02/21/20
AMD,53.28,Call,55.50,02/28/20,7,0.65,0.66,0.67,0.66,3270,1138,2.87,50.35%,02/21/20
CVX,109.01,Put,108.00,03/06/20,14,1.34,1.36,1.37,1.35,574,201,2.86,21.75%,02/21/20
MNK,5.12,Call,6.00,02/28/20,7,0.50,0.6,0.70,0.55,1697,594,2.86,303.47%,"15:59 ET"
UBER,40.72,Call,55.00,09/18/20,210,1.22,1.27,1.32,1.28,2804,984,2.85,39.93%,02/21/20
ROKU,119.38,Put,104.00,02/28/20,7,0.48,0.49,0.50,0.50,697,245,2.84,75.31%,02/21/20
NFLX,380.07,Call,382.50,02/28/20,7,5.70,5.83,5.95,5.70,991,352,2.82,32.21%,02/21/20
TSLA,901,Put,870.00,02/28/20,7,21.00,21.85,22.70,22.15,831,297,2.8,72.90%,02/21/20
SPCE,33.87,Call,34.50,02/28/20,7,3.70,3.8,3.90,3.80,861,307,2.8,218.03%,02/21/20
NVDA,294.07,Put,265.00,02/28/20,7,0.96,1,1.03,1.01,634,227,2.79,57.86%,02/21/20
WDC,66.98,Put,66.00,03/13/20,21,2.23,2.28,2.32,2.62,636,228,2.79,49.06%,02/21/20
ROKU,119.38,Put,119.00,02/28/20,7,3.90,3.95,4.00,3.90,793,285,2.78,62.42%,02/21/20
NVDA,294.07,Call,302.50,02/28/20,7,4.20,4.25,4.30,4.20,866,311,2.78,46.45%,02/21/20
GILD,69.7,Call,69.50,03/06/20,14,1.91,2.02,2.13,2.06,520,188,2.77,35.55%,02/21/20
XOM,59.13,Call,59.00,02/28/20,7,0.77,0.78,0.79,0.79,551,199,2.77,21.81%,02/21/20
CAT,137.21,Call,137.00,02/28/20,7,2.07,2.1,2.13,2.07,775,280,2.77,25.58%,02/21/20
AMRN,17.93,Call,21.00,03/06/20,14,0.64,0.67,0.70,0.68,825,298,2.77,119.74%,02/21/20
