Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
CHD,76.31,Call,80.00,03/20/20,29,0.65,0.68,0.70,0.70,4566,101,45.21,22.74%,02/20/20
SPCE,37.26,Put,38.00,02/21/20,1,2.00,2.48,2.95,2.90,6487,148,43.83,320.31%,02/20/20
VIAC,29.29,Call,30.00,02/21/20,1,0.17,0.18,0.19,0.19,9143,242,37.78,74.32%,02/20/20
GOLD,20.77,Call,22.00,03/27/20,36,0.34,0.35,0.36,0.34,3294,103,31.98,29.79%,02/20/20
CDAY,75.2,Put,75.00,02/21/20,1,0.30,0.6,0.90,0.35,5738,196,29.28,28.35%,02/20/20
SPCE,37.26,Call,46.00,02/21/20,1,0.10,0.18,0.25,0.20,3197,129,24.78,278.57%,02/20/20
SPCE,37.26,Call,38.00,04/17/20,57,7.90,8.2,8.50,8.10,3709,167,22.21,143.87%,02/20/20
AMZN,2153.1,Call,2167.50,02/28/20,8,20.30,20.65,21.00,20.20,2815,131,21.49,20.69%,02/20/20
DBX,18.72,Put,16.00,02/28/20,8,0.40,0.45,0.50,0.45,2291,113,20.27,138.52%,02/20/20
DBX,18.72,Put,18.00,03/06/20,15,1.10,1.15,1.20,1.15,2243,114,19.68,100.47%,02/20/20
SPCE,37.26,Put,37.00,02/21/20,1,2.35,2.43,2.50,2.35,6646,377,17.63,320.09%,02/20/20
AMKR,12.99,Call,13.00,03/20/20,29,0.75,0.78,0.80,0.80,22320,1320,16.91,54.49%,02/20/20
XRX,36.78,Put,36.00,03/20/20,29,0.82,0.86,0.89,0.82,1560,100,15.6,29.16%,02/20/20
SPCE,37.26,Put,39.00,02/21/20,1,2.25,3.53,4.80,2.85,2617,174,15.04,232.89%,02/20/20
ROKU,124.08,Call,124.00,02/21/20,1,1.59,1.7,1.80,1.72,1567,107,14.64,64.72%,02/20/20
ALLY,29.4,Call,37.00,03/20/20,29,0.25,0.28,0.30,0.25,1458,101,14.44,61.50%,02/20/20
PBR,14.4,Put,13.00,04/03/20,43,0.17,0.18,0.19,0.18,3000,209,14.35,35.49%,02/20/20
BAC,34.85,Put,35.00,03/06/20,15,0.72,0.74,0.75,0.75,2718,197,13.8,24.35%,02/20/20
ZM,105.29,Call,109.00,02/21/20,1,0.45,0.5,0.55,0.65,1617,128,12.63,88.21%,02/20/20
KGC,5.59,Put,6.00,02/21/20,1,0.40,0.41,0.42,0.40,1438,119,12.08,0.00%,02/20/20
SPCE,37.26,Put,36.00,02/21/20,1,1.50,1.65,1.80,1.80,7318,619,11.82,311.26%,02/20/20
SPCE,37.26,Call,47.00,02/21/20,1,0.10,0.13,0.15,0.15,1717,147,11.68,280.94%,02/20/20
SPCE,37.26,Call,50.00,01/15/21,330,9.20,9.7,10.20,9.20,2376,216,11,90.94%,02/20/20
RAD,15.2,Call,15.50,02/21/20,1,0.18,0.19,0.20,0.20,2622,241,10.88,102.38%,02/20/20
SPCE,37.26,Call,45.00,02/21/20,1,0.20,0.35,0.50,0.25,8712,813,10.72,271.72%,02/20/20
SPCE,37.26,Put,35.00,02/21/20,1,1.00,1.18,1.35,1.35,22364,2137,10.47,306.17%,02/20/20
LL,9.69,Call,35.00,01/15/21,330,0.35,0.43,0.50,0.40,1805,178,10.14,87.63%,02/20/20
SPCE,37.26,Put,40.00,02/28/20,8,8.20,9.05,9.90,8.20,1023,101,10.13,298.51%,02/20/20
SPCE,37.26,Put,36.00,02/28/20,8,5.80,6.1,6.40,6.10,2866,283,10.13,313.43%,02/20/20
SPCE,37.26,Call,44.00,02/28/20,8,3.00,4,5.00,4.10,1182,118,10.02,292.61%,02/20/20
NVDA,308.7,Put,320.00,02/21/20,1,11.25,11.63,12.00,10.30,1723,175,9.85,0.00%,02/20/20
VIAC,29.29,Call,27.50,03/20/20,29,2.35,2.49,2.62,2.49,2530,258,9.81,43.44%,02/20/20
DK,27.9,Call,30.00,03/20/20,29,0.60,0.65,0.70,0.65,1555,160,9.72,44.67%,02/20/20
TEVA,13.31,Call,18.00,09/18/20,211,0.66,0.72,0.77,0.68,1165,120,9.71,48.20%,02/20/20
UBER,40.92,Call,42.00,04/03/20,43,1.58,1.61,1.63,1.59,2026,211,9.6,36.07%,02/20/20
SPCE,37.26,Put,50.00,03/20/20,29,20.00,20.65,21.30,20.40,1050,112,9.38,276.12%,02/20/20
DBX,18.72,Put,14.50,02/21/20,1,0.10,0.13,0.15,0.10,1142,122,9.36,340.77%,02/20/20
ALLY,29.4,Call,31.00,03/20/20,29,0.85,0.88,0.90,0.90,12577,1347,9.34,45.84%,02/20/20
NCMI,8,Put,7.50,03/20/20,29,0.45,0.53,0.60,0.50,1489,160,9.31,83.75%,02/20/20
LL,9.69,Call,10.00,03/20/20,29,1.85,1.88,1.90,1.85,2970,320,9.28,182.23%,02/20/20
PYPL,122.43,Call,121.00,02/28/20,8,2.52,2.57,2.61,2.62,2390,265,9.02,24.79%,02/20/20
DBX,18.72,Call,21.00,02/28/20,8,0.60,0.65,0.70,0.65,1060,119,8.91,130.28%,02/20/20
IP,42.95,Put,43.00,02/21/20,1,0.25,0.29,0.32,0.27,1028,116,8.86,27.35%,02/20/20
PINS,23.54,Put,21.00,02/28/20,8,0.05,0.08,0.10,0.10,1025,121,8.47,61.42%,02/20/20
FSLR,51.1,Call,70.00,02/28/20,8,0.70,0.73,0.76,0.75,1179,140,8.42,169.43%,02/20/20
UNP,183.4,Call,182.50,02/21/20,1,1.08,1.17,1.25,1.20,10523,1287,8.18,16.90%,02/20/20
DBX,18.72,Put,15.50,02/21/20,1,0.20,0.23,0.25,0.25,1962,241,8.14,352.62%,02/20/20
SINA,37.93,Put,35.00,03/20/20,29,1.19,1.23,1.27,1.32,1461,180,8.12,62.06%,02/20/20
TSLA,899.41,Put,890.00,02/28/20,8,34.15,35.08,36.00,35.30,2877,356,8.08,75.76%,02/20/20
MU,59,Call,58.50,02/28/20,8,1.61,1.63,1.65,1.66,1780,229,7.77,39.83%,02/20/20
ALLY,29.4,Put,27.00,03/20/20,29,0.25,0.3,0.35,0.35,2817,376,7.49,37.73%,02/20/20
SPCE,37.26,Call,50.00,02/21/20,1,0.05,0.08,0.10,0.10,7757,1035,7.49,311.87%,02/20/20
LB,23.42,Put,23.00,02/28/20,8,0.75,0.88,1.00,0.95,1419,191,7.43,84.13%,02/20/20
SPCE,37.26,Call,50.00,02/28/20,8,2.40,2.65,2.90,2.55,3525,483,7.3,283.13%,02/20/20
LK,41.04,Put,42.50,02/21/20,1,1.65,1.7,1.75,1.60,1328,184,7.22,70.52%,02/20/20
MAA,147.7,Call,150.00,09/18/20,211,4.80,5.3,5.80,4.60,720,100,7.2,10.91%,02/20/20
C,78.22,Put,77.00,03/13/20,22,1.17,1.19,1.21,1.48,1894,263,7.2,27.25%,02/20/20
S,9.48,Put,8.00,08/21/20,183,0.25,0.39,0.52,0.39,3092,431,7.17,40.03%,02/20/20
PLUG,5.51,Put,5.50,02/21/20,1,0.18,0.22,0.25,0.20,3562,498,7.15,178.50%,02/20/20
FIT,6.44,Put,6.00,03/06/20,15,0.21,0.21,0.21,0.21,968,136,7.12,78.28%,02/20/20
TSLA,899.41,Put,350.00,02/28/20,8,0.09,0.12,0.15,0.11,2603,366,7.11,222.33%,02/20/20
AMZN,2153.1,Put,2090.00,03/20/20,29,27.65,28.08,28.50,30.40,1897,268,7.08,24.17%,02/20/20
AUY,4.43,Put,4.50,03/20/20,29,0.25,0.26,0.26,0.25,1348,191,7.06,43.29%,02/20/20
SPCE,37.26,Call,50.00,03/20/20,29,4.90,5.25,5.60,5.40,2915,416,7.01,220.10%,02/20/20
VALE,11.85,Put,8.00,01/21/22,701,0.56,0.68,0.80,0.68,700,100,7,40.84%,02/20/20
SPCE,37.26,Call,44.00,02/21/20,1,0.30,0.4,0.50,0.35,3643,522,6.98,273.17%,02/20/20
AM,5.05,Call,5.00,09/18/20,211,0.60,0.75,0.90,0.60,961,141,6.82,36.08%,02/20/20
RUN,23.4,Call,25.00,03/20/20,29,1.20,1.25,1.30,1.25,1786,264,6.77,71.16%,02/20/20
MOS,18.47,Call,19.00,02/28/20,8,0.26,0.28,0.30,0.30,4809,710,6.77,47.00%,02/20/20
CLVS,10.77,Put,11.00,02/21/20,1,0.35,0.4,0.45,0.35,804,119,6.76,95.14%,02/20/20
MU,59,Put,58.50,03/06/20,15,1.65,1.67,1.70,1.59,981,146,6.72,38.98%,02/20/20
SQ,85.7,Put,86.00,02/21/20,1,1.14,1.22,1.30,1.15,2442,366,6.67,55.53%,02/20/20
PDD,36.32,Call,37.00,02/28/20,8,0.55,0.6,0.65,0.60,1032,159,6.49,41.26%,02/20/20
CLR,25.75,Call,27.50,06/19/20,120,2.00,2.08,2.15,2.10,1524,235,6.49,46.55%,02/20/20
CCL,42.5,Call,44.50,02/28/20,8,0.10,0.13,0.15,0.15,991,154,6.44,29.79%,02/20/20
SPCE,37.26,Call,45.00,02/28/20,8,3.30,3.65,4.00,3.81,2727,426,6.4,291.48%,02/20/20
ETFC,54.73,Put,40.00,01/21/22,701,2.01,2.04,2.06,2.02,681,107,6.36,29.59%,02/20/20
CSCO,46.85,Call,47.50,03/13/20,22,0.64,0.66,0.67,0.66,1242,197,6.3,20.07%,02/20/20
NBEV,2.55,Put,2.50,02/21/20,1,0.05,0.1,0.15,0.15,889,143,6.22,330.28%,02/20/20
TLRY,19.24,Call,21.00,02/28/20,8,0.57,0.62,0.66,0.63,2881,473,6.09,111.77%,02/20/20
ET,12.54,Call,13.50,03/27/20,36,0.11,0.12,0.13,0.12,900,148,6.08,26.84%,02/20/20
CPRT,97.3,Call,105.00,05/15/20,85,2.60,2.7,2.80,2.65,1140,188,6.06,28.48%,02/20/20
GOLD,20.77,Put,21.00,02/28/20,8,0.54,0.55,0.57,0.52,610,101,6.04,32.43%,02/20/20
SPCE,37.26,Put,18.00,02/28/20,8,0.20,0.25,0.30,0.30,2333,386,6.04,314.68%,02/20/20
NFLX,386,Call,387.50,02/21/20,1,1.64,1.73,1.83,1.76,2749,459,5.99,30.07%,02/20/20
SPCE,37.26,Call,39.00,02/21/20,1,1.10,1.4,1.70,1.70,13030,2187,5.96,310.92%,02/20/20
